name,description,topics
Peninsula Gourmet DINKs,"<p>Are you part of a professional couple who has decided not to have children? Are you sometimes disappointed when you go to restaurants because you could have cooked a better meal at home? Then you have found the group for you both!</p>
<p>We meet monthly for potlucks, cooking classes, and the occasional dinners out within 15 miles of Belmont.</p>
<p>All couples who are childfree by choice are welcome, preferably 35-50.&nbsp;Childfree is defined as a person who does not have and does not ever want children -- biological, step, adopted, or foster.</p>","[{u'name': u'Childfree', u'urlkey': u'childfree', u'id': 551}, {u'name': u'Dining Out', u'urlkey': u'diningout', u'id': 713}, {u'name': u'Baking', u'urlkey': u'baking', u'id': 15718}, {u'name': u'Foodie', u'urlkey': u'foodie', u'id': 18528}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Cooking Dinner Parties', u'urlkey': u'cooking-dinner-parties', u'id': 21684}, {u'name': u'Married Couples and Childfree', u'urlkey': u'married-couples-and-childfree', u'id': 22354}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'DINKS (Double Income No Kids)', u'urlkey': u'dinks-double-income-no-kids', u'id': 36958}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}, {u'name': u'Couples with no children', u'urlkey': u'couples-with-no-children', u'id': 76689}, {u'name': u'Childfree Couples', u'urlkey': u'childfree-couples', u'id': 89206}, {u'name': u'Childless by Choice', u'urlkey': u'childless-by-choice', u'id': 92696}, {u'name': u'Potluck', u'urlkey': u'potluck', u'id': 115000}]"
SF Bay Area Minimalist Cooking,"<p>Minimalist Cooking is about making it deliciously easy to eat fresh, unprocessed, organic foods. <br>Cooking or learning how to cook doesn't have to be complicated or expensive. Let's join together and learn how to easily source fresh ingredients, super simple cooking, making a plate look great with almost zero effort, and, of course, enjoy the delicious dishes that we've made! <br>There are no previous cooking skills or food knowledge required. Navigating our industrialized food system can be overwhelming, so let's make it simple! <br>The goal is to give everyone the tools and skills for feeding themselves delicious, healthy meals on a daily basis, no matter the time or budget constraints.</p>","[{u'name': u'Organic Foods', u'urlkey': u'organic-foods', u'id': 15485}, {u'name': u'Minimalism', u'urlkey': u'minimalism', u'id': 16276}, {u'name': u'Cooking with Organics and Herbs', u'urlkey': u'cooking-with-organics-and-herbs', u'id': 17567}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Healthy Recipes', u'urlkey': u'healthy-recipes', u'id': 39119}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}]"
Bhakti Kitchen: Practicing  Kitchen Yoga  !,"<p>Take your yoga off the mat and into the kitchen. Eating matters. Living matters. Love matters more.</p>
<p>Practicing kitchen yoga is about more than just the asana; it's about thriving, in the most wonderfully counter cultural kind of way! We've seen our own lives soften, bloom and grow through practicing kitchen yoga in its many forms, and we want to share that joy with you, too - so come, love and be nourished in this beloved melding of philosophy and practice.</p>
<p>We use Patanjali's Eight Limbs of Yoga as a model for taking our yoga off the mat and into the kitchen, whether it's through cooking, baking, mindful eating, or just breathing well, and in so doing, learning to nourish our whole selves, one another, and the world. We believe that what we eat matters, that eating can indeed be a sacred act, and that yoga's an ideal path to that union with the divine.</p>
<p>Inspired by progressives like Michael Pollan, Gabriel Cousens and John Robbins, we teach how to eat Real Food: whole, fresh, organic, local when possible, and plant-based, the kind of food that nourishes the whole being, the community, the body, the spirit and the mind, creating balance, or sattva, in the circle of life.</p>
<p>Our work is grounded in a bhakti spirit of love and devotion, an emphasis on ahimsa (less harming) and compassion, and great gratitude to our many teachers. By eating to awaken, food can truly become that which brings us from darkness into light. <br></p>
<p>Namaste.</p>","[{u'name': u'Yoga', u'urlkey': u'yoga', u'id': 244}, {u'name': u'Vegan', u'urlkey': u'vegan', u'id': 408}, {u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Cooking with Organics and Herbs', u'urlkey': u'cooking-with-organics-and-herbs', u'id': 17567}, {u'name': u'Whole foods cooking classes', u'urlkey': u'whole-foods-cooking-classes', u'id': 18255}, {u'name': u'Dinner Parties', u'urlkey': u'dinner-parties', u'id': 20061}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Vegetarian cooking', u'urlkey': u'vegetarian-cooking', u'id': 21512}, {u'name': u'Cooking Dinner Parties', u'urlkey': u'cooking-dinner-parties', u'id': 21684}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}, {u'name': u'Vegan and Vegetarian Dish Parties and Dinners', u'urlkey': u'vegan-and-vegetarian-dish-parties-and-dinners', u'id': 81222}]"
"Healthy Living Prepping,Cooking, and Sharing","<p>Do you enjoy healthy living and cooking and sharing recipes with others? <br> Preparation is key and I'd love to meet up with like minded people to share recipes and cook or prep for the week ahead. Whether packing salads in a jar, bagging crockpit ingredients or sharing successful ways to stay healthy with our busy schedules let's meet up!</p>","[{u'name': u'Weight Loss', u'urlkey': u'weightloss', u'id': 240}, {u'name': u'Whole Food Nutrition', u'urlkey': u'wholefood', u'id': 5951}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Weight Loss Support', u'urlkey': u'weight-loss-support', u'id': 15538}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Healthy Recipes', u'urlkey': u'healthy-recipes', u'id': 39119}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Healthy Eating Habits', u'urlkey': u'healthy-eating-habits', u'id': 101975}, {u'name': u'Healthy Eating & Cooking', u'urlkey': u'healthy-eating-cooking', u'id': 109476}]"
Umami Works (Japanese Cooking & Foodies Meetup in South Bay),"<p>Umami Works is a group for anyone who loves Japanese food and cooking. All skill levels are welcome.&nbsp;</p>
<p>We will set up Japanese cooking lessons several times a month. The classes are between 4 to 6 members per event.</p>
<p>Each class, we will cook 1 appetizer, 1 main dish and 1 extra dish. We sometimes may hold a dessert sessions. Please keep checking our events!</p>
<p>Please follow Umami Works on our Facebook page!&nbsp;</p>
<p><a href=""https://www.facebook.com/umamiworks/"">https://www.facebook.com/umamiworks/</a></p>
<p> <br></p>
<p><b>The cost</b>&nbsp;will be around $50 per event and needs to be paid when signing up for an event.&nbsp;</p>
<p>The organizer does all the shopping and prepares the lessons.</p>
<p><b>Please bring yourself and an apron (if you have) for the event.</b> You are welcome to bring your own drinks.</p>
<p>We are curious and adventurous about food. Maika is a food blogger who writes the most popular Japanese blog on SF/Bay Area restaurants. Natsumi, is a food lover and teaching Japanese cooking while learning about American cooking since moving to California.&nbsp;</p>
<p>The organizers are from Japan, the Meet-up is in English, but if you want to brush up your Japanese, we won't mind including some Japanese as we are cooking a delicious meal.</p>
<br>","[{u'name': u'Sushi', u'urlkey': u'sushi', u'id': 675}, {u'name': u'Foodie', u'urlkey': u'foodie', u'id': 18528}, {u'name': u'Dinner Parties', u'urlkey': u'dinner-parties', u'id': 20061}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Gourmet Cooking', u'urlkey': u'gourmet-cooking', u'id': 24614}, {u'name': u'Japanese Food', u'urlkey': u'japanese-food', u'id': 25545}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'Japanese Cooking', u'urlkey': u'japanese-cooking', u'id': 34341}, {u'name': u'Dinner', u'urlkey': u'dinner', u'id': 40569}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}, {u'name': u'Japanese Cuisine', u'urlkey': u'japanese-cuisine', u'id': 1506016}]"
Lake Merritt Holistic Wellness,"<p>Hi! I am a registered Nutritional Therapy Practitioner looking for people that are eager to learn more about holistic nutrition and healing the body from the inside out. I will be holding one hour sessions once/month; the topics will vary. I will also share recipes, exercise routines, lifestyle tips, and much more! I'm excited to share my love for nutrition and food with you all. Sincerely, Kendra :)</p>","[{u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Holistic Living', u'urlkey': u'holistic-living', u'id': 24193}, {u'name': u'Exercise', u'urlkey': u'excercise', u'id': 25375}, {u'name': u'Focus on Holistic Health and Wellness', u'urlkey': u'focus-on-holistic-health-and-wellness', u'id': 48591}, {u'name': u'Healthy Weight Loss', u'urlkey': u'healthy-weight-loss', u'id': 58776}, {u'name': u'Alternative & Holistic Health', u'urlkey': u'alternative-holistic-health', u'id': 66914}, {u'name': u'Holistic Lifestyle', u'urlkey': u'holistic-lifestyle', u'id': 83447}, {u'name': u'Holistic Health and Wellness', u'urlkey': u'holistic-health-and-wellness', u'id': 116356}, {u'name': u'Pain Relief \u2022 Stress Relief \u2022 Holistic Support', u'urlkey': u'pain-relief-stress-relief-holistic-support', u'id': 827882}]"
Vegan Foodies of Sacramento,"<p>Are you a vegan that Loves to eat, too? This group is for any vegan that is interested in exploring new vegan restaurants in the Sacramento Area. We will be getting together the first Saturday of every month to check out a different restaurant. You will meet other like-minded people for food, fun, and sharing of Anything vegan!</p>","[{u'name': u'Dining Out', u'urlkey': u'diningout', u'id': 713}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Ethnic Dining & Cooking', u'urlkey': u'ethnic-dining-cooking', u'id': 17410}, {u'name': u'Foodie', u'urlkey': u'foodie', u'id': 18528}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Support', u'urlkey': u'support', u'id': 19925}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Cooking Dinner Parties', u'urlkey': u'cooking-dinner-parties', u'id': 21684}, {u'name': u'Gourmet Cooking', u'urlkey': u'gourmet-cooking', u'id': 24614}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Food and Drink', u'urlkey': u'food-and-drink', u'id': 87548}, {u'name': u'Foodies and Wine Lovers', u'urlkey': u'foodies-and-wine-lovers', u'id': 111780}]"
Sacramento Nutritional Workshops,<p>Anyone looking to learn about how to balance macros and create healthy meal planning to meet their nutritional goals. You will learn how to map out your macros and create a week plan of balanced eating. &nbsp;</p>,"[{u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Courses and Workshops', u'urlkey': u'courses-and-workshops', u'id': 20629}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Health & Nutrition', u'urlkey': u'health-nutrition', u'id': 21312}, {u'name': u'Meal Planning', u'urlkey': u'meal-planning', u'id': 76571}]"
Little House Cooking Classes,<p>Want to improve your cooking skills? Looking for some new recipes? Little House cooking classes will let you do both!</p>,"[{u'name': u'Whole foods cooking classes', u'urlkey': u'whole-foods-cooking-classes', u'id': 18255}, {u'name': u'Foodie', u'urlkey': u'foodie', u'id': 18528}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Gourmet Cooking', u'urlkey': u'gourmet-cooking', u'id': 24614}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'Home Cooking', u'urlkey': u'home-cooking', u'id': 32289}, {u'name': u'Cooking Club', u'urlkey': u'cooking-club', u'id': 36429}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}]"
BlissMaker cooking classes,"<p>Cooking classes for all ages and experience levels. Explore tasty hands-on classes with 5-Star chef Ron and participate in our technique and cooking classes, where you can learn many secrets gathered from top-chefs across the world.</p>","[{u'name': u'Sushi', u'urlkey': u'sushi', u'id': 675}, {u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u'Baking', u'urlkey': u'baking', u'id': 15718}, {u'name': u'Foodie', u'urlkey': u'foodie', u'id': 18528}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Cooking Dinner Parties', u'urlkey': u'cooking-dinner-parties', u'id': 21684}, {u'name': u'Gourmet Cooking', u'urlkey': u'gourmet-cooking', u'id': 24614}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'Culinary Arts', u'urlkey': u'culinary-arts', u'id': 37938}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}, {u'name': u'culinary', u'urlkey': u'culinary', u'id': 51730}, {u'name': u'People who like shaing Baking Tips and Recipes', u'urlkey': u'people-who-like-shaing-baking-tips-and-recipes', u'id': 85185}, {u'name': u'Culinary Exploration', u'urlkey': u'culinary-exploration', u'id': 160672}, {u'name': u'food cooking and baking', u'urlkey': u'food-cooking-and-baking', u'id': 480752}]"
